ProxyName,ProxyPort,ProxyUserName,ProxyPassword,ProxyType,CountryName,RegionId,VendorName,POS,PageType
shp-prx118-us-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),UNITED STATES - USA,
shp-prx118-us-v00002.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,UNITED STATES - USA,
shp-prx118-uk-v00004.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),United Kingdom,
shp-prx118-uk-v00002.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,United Kingdom,
shp-prx118-uk-v00003.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,United Kingdom,
shp-prx118-uk-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,United Kingdom,
shp-prx118-de-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),GERMANY,
shp-prx118-de-v00002.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,GERMANY,
shp-prx118-es-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),SPAIN,
shp-prx118-es-v00002.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,SPAIN,
shp-prx118-ar-d00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),ARGENTINA,
shp-prx118-au-d00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,AUSTRALIA,
shp-prx118-au-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,AUSTRALIA,
shp-prx118-au-v00002.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,AUSTRALIA,
shp-prx118-de-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),CHINA,
shp-prx118-cn-d00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,CHINA,
shp-prx118-hk-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),HONG KONG,
shp-prx118-hk-v00002.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,HONG KONG,
shp-prx118-hk-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),INDONESIA,
shp-prx118-id-v00002.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,INDONESIA,
shp-prx118-id-d00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,INDONESIA,
shp-prx118-it-d00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),ITALY,
shp-prx118-mx-v00001.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda_Booking_Booking (Registered),MEXICO,
shp-prx118-mx-v00002.tp-ns.com,80,,,HIGH,,1,Trusted_Agoda,MEXICO,
