ProxyName,ProxyPort,ProxyUserName,ProxyPassword,ProxyType,CountryName,RegionId,VendorName,POS,PageType
shp-prx118-uk-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-uk-v00003.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-uk-v00001.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-us-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-mx-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-de-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-cn-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-id-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-id-d00001.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-au-v00001.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-au-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-au-d00001.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-hk-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-uk-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-uk-v00003.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-uk-v00001.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-us-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-mx-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-de-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-cn-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-id-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-id-d00001.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-au-v00001.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-au-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-au-d00001.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
shp-prx118-hk-v00002.tp-ns.com,80,,,Low,,1,Trusted_Agoda,,
