ProxyName,ProxyPort,ProxyUserName,ProxyPassword,ProxyType,CountryName,RegionId,VendorName,POS,PageType
 shp-prx118-es-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Australia,
 shp-prx118-cn-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),China,
 shp-prx118-fr-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),France,
 shp-prx118-de-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Germany,
 shp-prx118-hk-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Hong Kong,
 shp-prx118-id-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Indonesia,
 shp-prx118-mx-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Mexico,
 shp-prx118-pt-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Portugal,
 shp-prx118-ae-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Saudi Arabia,
 shp-prx118-ae-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),UNITED ARAB EMIRATES,
 shp-prx118-us-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),UNITED STATES - USA,
 shp-prx118-us-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),COSTA RICA,
 shp-prx118-uk-v00004.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),United Kingdom,
 shp-prx118-es-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Spain,
 shp-prx118-it-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Italy,
 shp-prx118-br-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Brazil,
 shp-prx118-ar-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),Argentina,
 shp-prx118-kr-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking (Registered),South Korea,
