ProxyName,ProxyPort,ProxyUserName,ProxyPassword,ProxyType,CountryName,RegionId,VendorName,POS,PageType
 shp-prx118-es-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Australia,None
 shp-prx118-cn-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,China,None
 shp-prx118-fr-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,France,None
 shp-prx118-de-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Germany,None
 shp-prx118-hk-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Hong Kong,None
 shp-prx118-id-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Indonesia,None
 shp-prx118-mx-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Mexico,None
 shp-prx118-pt-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Portugal,None
 shp-prx118-ae-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Saudi Arabia,None
 shp-prx118-ae-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking,UNITED ARAB EMIRATES,None
 shp-prx118-us-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,UNITED STATES - USA,None
 shp-prx118-us-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,COSTA RICA,None
 shp-prx118-uk-v00004.tp-ns.com,80,,,High,,1,Trusted_Booking,United Kingdom,None
 shp-prx118-es-v00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Spain,None
 shp-prx118-it-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Italy,None
 shp-prx118-br-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Brazil,None
 shp-prx118-ar-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking,Argentina,None
 shp-prx118-kr-d00001.tp-ns.com,80,,,High,,1,Trusted_Booking,South Korea,None
