ProxyName,ProxyPort,ProxyUserName,ProxyPassword,ProxyType,CountryName,RegionId,VendorName,POS,PageType
shp-prx118-cn-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-fr-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-de-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-hk-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-id-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-mx-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-ae-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-ae-d00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-es-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-it-d00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-br-d00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-ar-d00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-kr-d00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-uk-v00004.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-pt-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-uk-v00005.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-us-v00001.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
shp-prx118-uk-v00005.tp-ns.com,80,,,Low,,1,Trusted_Booking,,
